N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
110;12;1;"Corniche basque : Etude des perspectives de développement Phase III : Programme d'actions";394;230;Non;12/12/07;Non;Non;111;5;Non;Physique;Non;Non;1;AMT 00022;Phase III de l'étude avec une proposition de plan d'action axée sur la mise en valeur de la corniche (stationnement - équipements d'accueil - navette - déplacements individuels) - et sur la valorisation économique du territoire ( zones d'activités - stratégies de développement économique - secteurs d'enjeux - projet de parc actif - état des lieux des activités agricoles et stratégies).;Disponible;
109;15;18;Le pôle métropolitain Nantes Saint-Nazaire pourrait gagner 150 000 habitants à l'horizon 2030;274;140;Non;01/06/12;6 p.;Non;55;5;1633-6283;Physique & en ligne;Non;http://www.insee.fr/fr/insee_regions/pays-de-la-loire/themes/etudes/etudes106/etudes106.pdf;1;HUM 00003;Si les tendances démographiques récentes se maintenaient - le pôle métropolitain Nantes Saint-Nazaire pourrait accueillir 150 000 habitants supplémentaires à l'horizon 2030. Structuré par les agglomérations de Nantes et de Saint-Nazaire - ce territoire bénéficie depuis plus de vingt ans d'un dynamisme économique et démographique en lien avec l'attractivité de l'agglomération nantaise. Si d'un côté - elle attire de nombreux nouveaux arrivants en provenance d'Île-de-France et des régions limitrophes - elle connaît par ailleurs un mouvement d’évasion urbaine de familles faisant face à des marchés fonciers trop onéreux au regard de leurs revenus. Ceci entraîne une forte pression sur les communes « rurbaines » du pôle et l'environnement. Cet afflux de populations nouvelles nécessitera des réponses adaptées tant en termes d'infrastructures que d'offre de logements et de services.;Non disponible;
108;14;10;"Évaluation environnementale des plans de déplacements urbains Analyse des premières pratiques et préconisations";85;195;Non;01/07/11;112 p.;Non;29;5;978-2-11-099565-0;Physique & en ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Environnement_Paysage\ENV00012_CERTU_Evaluation_environnementale.pdf;Non;5;ENV 00012;Les Plans de Déplacements Urbains  comportent désormais un volet d'évaluation environnementale. Moins d'une quinzaine d'Autorités Organisatrices des Transports Urbains (AOTU) se sont livrées à cette démarche à ce jour mais l'évaluation environnementale a vocation à monter en puissance. Comment les AOTU  pionnières ont-elles réalisé cette évaluation ? Quels enseignements peut-on retenir ? Quelles sont les bonnes pratiques à valoriser ? Inversement - où se situent les difficultés de la démarche - ses limites et comment peut-on tenter de les dépasser ? Tel est l'objet de la présente étude qui s'est attachée à analyser 14 rapports environnementaux de PDU complétés par des entretiens d'acteurs.  D'une manière générale - il ressort que la démarche est complexe. Pour porter tous ses fruits elle gagne à être initiée en amont et en même temps que la réflexion sur le PDU. Les allers-retours entre cette démarche et le projet de PDU font de l'évaluation environnementale un outil intéressant d'aide à la décision. Si cette première génération d'évaluations environnementales de PDU peine à s'inscrire dans cette logique - certaines collectivités ont pu développer des approches - des grilles d'analyse et de lecture intéressantes pouvant utilement être mises à profit par d'autres AOTU ayant à réaliser aujourd'hui des évaluations.  S'agissant  des thèmes à aborder dans une évaluation environnementale - le constat est que le traitement des thématiques est inégal : l'air - le bruit - les gaz à effet de serre font l'objet d'investissements forts tandis que la consommation d'espace - l'eau - le milieu naturel - les risques... sont traités plus sommairement. Plusieurs axes de travail pour l'avenir s'esquissent d'ores et déjà à partir de cet état des lieux : développer une vision plus transversale des enjeux environnementaux - pousser les analyses au-delà de l'état initial en approfondissant les mesures d'évitement - de réduction ou de compensation et en instaurant un processus de suivi. Différents outils ou sources de données parfois méconnus - un usage plus intensif des cartographies - SIG et tableaux de synthèse apparaissent comme autant de pistes à investir pour le futur.;Disponible;
107;23;4;Vers de nouveaux logements sociaux 2;107;29;Non;01/03/12;125 p.;Non;111;5;Non;Physique;Non;Non;1;ARC 00001;"Catalogue de l'exposition éponyme présentée à la Cité de l'architecture et du patrimoine en 2012 : Face à la forte demande de logements sociaux - quelle est l'offre architecturale aujourd'hui ? Quelle réponse qualitative et innovante donner à cet impératif quantitatif ? Quelle doit être la part de l'expérimentation dans ce domaine reconnu comme laboratoire de l'architecture depuis l'époque moderne ? Quelles sont les nouvelles typologies en phase avec les modes de vie et l'évolution de la société aux prises avec les questions essentielles de la ville contemporaine et - notamment - les enjeux de développement durable - de qualité de vie et de justice sociale ?  Autant de questions posées en 2009 dans l'ouvrage et l'exposition précédentes qui restent plus que jamais d'actualité et méritaient de nouvelles ""réponses"". Aux 16 projets présentés dans le tome 1 - presque tous réalisés aujourd'hui - s'ajoutent ici 16 autres plus récents - qui montrent combien le logement social reste encore et toujours un laboratoire de l'architecture aussi bien en France qu'en Europe.";Non disponible;
100;14;7;L'évaluation des politiques publiques locales;131;104;Non;02/11/04;224 p.;Non;111;5;2-275-02219-8;Physique;Non;Non;1;COL 00001;Rendre les actions publiques plus efficaces et plus lisibles  - informer les citoyens - responsabiliser les gestionnaires : dans un monde de plus en plus complexe et contraint - l'évaluation s'attache à inscrire dans la vie politique et administrative une culture de la performance et de la qualité. Il lui faut également répondre au défi de politiques publiques de plus en plus décentralisées - partagées entre de multiples intervenants - inscrites dans des territoires changeants. Cet ouvrage s'attache à expliciter les spécificités des politiques locales - et les enjeux de leur évaluation. Il analyse les notions de base de l'évaluation - et les confronte aux pratiques recensées depuis les années 1990 : évaluation des financements européens - des procédures contractuelles - de politiques locales autonomes ou partagées. Ce panorama des pratiques et des acteurs fait ressortir les difficultés et les conditions de succès de l'évaluation des politiques locales - à l'heure où les réformes de la gestion publique et l'extension de la décentralisation renforcent l'exigence de rigueur et de transparence.;Disponible;
101;14;7;Evaluation - action publique territoriale et collectivités;290;129;Non;01/08/06;332 p.;Tome 2;106;5;978-2747534574;Physique;Non;Non;1;COL 00002;"Evaluer dans le secteur public - c'est mieux connaître l'action publique et ses effets - préparer un jugement sur l'efficacité - la cohérence - la bonne économie de moyens et la performance - c'est se mettre aussi au service du compte rendu interne et externe (du compte rendu citoyen). La culture de l'évaluation des politiques publiques se diffuse lentement au plan mondial. Elle est bien installée dans les pays de tradition plutôt anglo-saxonne. Elle s'était bien répandue en Europe par le développement des pratiques évaluatives à l'initiative de la Commission européenne. La France se caractérise par des spécificités avec des pratiques évaluatives interministérielles centrales (Conseil national de l'évaluation et Commissariat Général au Plan) - des pratiques internes aux grandes administrations dotées de services d'études importants (Ministère des affaires sociales - du travail et de la solidarité par exemple) et des pratiques évaluatives accolées à des pratiques de contrôle et de jugement des comptes qui peuvent aller jusqu'à la comparaison avec des normes de performance (Cour des Comptes - Chambres régionales des Comptes). C'est dans ce contexte qu'est née en 1999 la Société française de l'Evaluation. Et depuis 2002 - elle dispose d'un site Internet (http://www.sfe.asso.fr). Les membres de cette société ont déjà produit des publications importantes à l'occasion du congrès inaugural de Marseille en juin 1999 (Sfe - 2000) sur le thème des acquis et défis de l'évaluation pour la prochaine décennie et du Colloque de Rennes en juin 2000 (Sfe - 2001) sur le thème "" Evaluation et gouvernance "". Cette société a réuni près de 400 personnes et près de 60 institutions ont soutenu sa démarche aux Troisièmes journées de l'Évaluation à Issy les Moulineaux en juin 2001. Les travaux présentés à cette dernière occasion ont été sélectionnés en vue d'être concentrés au service d'un thème central : "" l'évaluation - l'action publique territoriale et les collectivités "". Pourquoi ce thème ? La réponse est dans un faisceau d'arguments - dans un contexte de renforcement de la décentralisation et de la territorialisation de l'action publique. On observe ici qu'il existe de nombreuses pratiques évaluatives déconcentrées et décentralisées en France. Les villes - les départements - les régions - les services départementaux et régionaux déconcentrés de l'Etat - soit pour des raisons d'obligation partenariale (contrats de plan Etat-Région - contrats de ville - parcs naturels régionaux...) - soit par volonté politique - ont impulsé et développé des instances et piloté des évaluations. L'ouvrage présenté ici est divisé en deux grandes parties. Après que les grandes lignes des questions posées par l'évaluation au niveau territorial aient été tracées - la première partie "" la nouvelle donne territoriale - place et enjeux de l'évaluation "" réunit les contributions qui traitent des territoires - des politiques qui sont territorialisées - de leur mise en place - de leur efficacité et de leurs impacts sur les territoires. La seconde partie "" les pratiques territoriales de l'évaluation "" regroupe les contributions par niveau politique de pratiques - depuis le niveau européen jusqu'à des niveaux plus infranationaux. ";Non disponible;
106;16;7;Conséquences pratiques de la réforme de la TP;255;122;Non;09/07/12;24 p.;Non;15;5;0769-3508;Physique;Non;Non;1;COL 00003;Synthèse de six études menées à la demande de l’Association des maires de France (AMF) par l’ Association finances-gestion -évaluation des collectivites territoriales (Afigese) sur les conséquences pratiques de la réforme de la taxe professionnelle  :      Le pacte fiscal et financier communautaire  -     La dotation de solidarité communautaire  -     L’impact de la réforme sur les entreprises  -     L’impact de la réforme sur les entreprises parisiennes  -     La redéfinition de la stratégie fiscale d’une commune isolée  -     Les transferts de la part départementale de la taxe d’habitation.;Disponible;
103;15;9;Commerce : les comportements d'achats des ménages;66;271;Non;01/06/12;4 p.;Non;74;5;Non;Physique & en ligne;Non;http://www.aurbse.org/sites/default/files/AUR963_sevbi7.pdf;1;ECO 00007;"L'Infolio #2 - publication de l'Agence d'Urbanisme de Rouen et des Boucles de Seine et Eure - propose une synthèse issue de l'exploitation d'une enquête téléphonique menée en 2010 auprès de 2000 ménages répartis sur 348 communes formant la ""zone de chalandise"" de l'agglomération rouennaise.";Disponible;
104;21;10;L'environnement - pour une stratégie d'aménagement;15;322;Non;01/06/12;8 p.;Non;109;5;Non;Physique & en ligne;Non;http://www.agam.org/fileadmin/ressources/agam.org/publications/metropole/pdf/Approches_environnementales.pdf;1;ENV 00011;Les conclusions de Rio + 20 nous rappellent que rien n’est jamais acquis dans le domaine du développement durable et que des efforts considérables - tant au niveau local que global - restent à engager pour s’inscrire irréversiblement dans une adaptation profonde de nos pratiques - de nos références - de nos comportements.  Pourtant - que de chemins parcourus localement depuis plusieurs années avec des actions - des démarches - des engagements qui mettent Marseille et son agglomération sur le chemin vertueux d’un développement durable revendiqué - qui va au-delà de l’application de nouveaux textes ou de nouvelles normes.  Deux éléments méritent d’être mis en exergue : la révision du Plan Local d’Urbanisme de Marseille - qui fait la part belle aux enjeux environnementaux à un niveau d’exigence et de volontarisme que peu de villes ont atteint - et la création d’un Parc National de nouvelle génération aux portes de la ville - qui singularise aussi Marseille par rapport à d’autres territoires urbains.  Pourtant - l’humilité et la modestie doivent rester de rigueur car beaucoup de combats restent à mener. Et d’abord celui de la permanence de l’effort porté par les collectivités locales - Ville et Communauté urbaine notamment - qui ne peut se relâcher au risque de ne pas mener à terme les actions engagées. Sans oublier - et c’est peut être le plus important - le changement d’attitude de tous les acteurs - de l’aménageur au simple citoyen en passant par l’acteur économique.   Cette publication - qui se veut avant tout pédagogique et globale - puisse-t-elle y contribuer !;Disponible;
105;21;11;Le stationnement dans l'agglomération Caen la mer;58;280;Non;01/07/12;20 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.aucame.fr/web/publications/quen_savons_nous/fichiers/QSN042_Libera.pdf;1;EQU 00004;Publication issue de l'exploitation de l'enquête ménages-déplacements   (EMD) de l'agglomération de Caen la mer.;Disponible;
102;21;20;Les relations domicile-travail dans le bassin de vie de Rouen : indicateurs de mobilité dans le bassin de vie de Roue;66;271;Non;01/06/12;55 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.aurbse.org/sites/default/files/AUR962_3fa8dq.pdf;1;TRA 00013;Cette publication présente une collection d'indicateurs statistiques et de représentations cartographiques. Elle vise à l'observation du fonctionnement du bassin de vie de Rouen par le prisme des migrations domicile-travail issues du recensement de population de l'INSEE.  Les pratiques de mobilité recouvrent de nombreux motifs. S'il ne représente qu'une partie des déplacements - le motif « travail» est structurant du mode de vie des actifs occupés du bassin de vie de Rouen qui représentent plus de la moitié de la population âgée de 15 ans et plus.  Ce document s'inscrit dans une démarche globale d'observation statistique et d'enquêtes qualitatives contribuant à la compréhension de la mobilité par l'ensemble des acteurs du bassin de vie de Rouen. Il constitue l'un des premiers apports de l'agence d'urbanisme à la mesure et à l'accompagnement des changements dans les comportements de mobilité.;Disponible;
99;14;20;"Zones de rencontre : premier retour d’expériences";85;254;Non;01/06/12;44 p.;Non;29;5; 978-2-11-129479-0;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Transports\TRA00012_certu_zones_de_rencontre.pdf;Non;5;TRA 00012;Introduite dans le Code de la route en 2008 - la zone de rencontre est un statut réglementaire qui permet d'organiser la cohabitation des piétons et des véhicules à faible vitesse. De nombreuses communes se sont rapidement intéressées à ce concept - certaines sont déjà passées au stade de la mise en oeuvre - parmi lesquelles Dinan (Côtes-d'Armor) - Lorient (Morbihan) et Rouillon (Sarthe). Cet ouvrage propose un premier retour d'expérience sur les zones de rencontre de ces trois villes - en s'appuyant sur une méthodologie d'évaluation exposée en annexe de l'étude. Celle-ci fait apparaître des tendances encourageantes qui confirment que la zone de rencontre répond effectivement au besoin d'un statut entre la zone 30 et l'aire piétonne - et permet d'identifier certains points de vigilance. Les enseignements mis en exergue sur ces trois sites peuvent d'ores et déjà profiter aux futurs aménageurs de zones de rencontre - et viennent affiner certaines recommandations techniques.;Disponible;
97;14;14;Maquette et mise en pages : les bases de la conseption graphique;134;169;Non;09/11/06;128 p.;Non;10;5;978-2-212-11795-0;Physique;Non;Non;1;IDC 00003;Maquette et mise en pages est destiné aussi bien au graphiste débutant qu'au professionnel soucieux de renouveler ses procédés créatifs.  Affiches - brochures - logos - magazines ou sites internet - David Dabner vous fait découvrir toutes les techniques utiles pour composer un message clair et percutant. Au fil des pages - des exercices pratiques vous aideront à évaluer de manière constructive vos réalisations. Les exemples et illustrations - très nombreux - sont abondamment commentés. Grâce à eux - vous apprendrez à cadrer vos images - sélectionner une police de caractères - construire un projet efficace et cohérent - maîtriser vos effets - afin de mieux toucher votre public.;Non disponible;
98;14;14;"Création graphique De l'idée à la maquette";134;169;Non;21/04/05;190 p.;Non;10;5;978-2-212-11566-6;Physique;Non;Non;1;IDC 00004;Création graphique s'adresse aux maquettistes désireux de perfectionner leurs techniques de création. Cet ouvrage se présente comme un guide d'apprentissage structuré - avec des cours pratiques de conception graphique.  Chaque partie fourmille de conseils pratiques à l'attention des étudiants et des professionnels travaillant pour le support imprimé comme pour les nouveaux médias : journaux - magazines - livres - emballages - publicité - identité d'entreprise et conception de sites web.;Non disponible;
95;22;1;Une nouvelle ambition pour l’aménagement du territoire;140;124;Non;01/08/09;86 p.;Non;111;5;978-2-11-007742-4;Physique;Non;Non;1;AMT 00021;"La France a connu depuis 50 ans des transformations qui ont rendu indispensable la redéfinition des politiques d'aménagement du territoire. Après un historique des grandes étapes de cette reconfiguration - l'ouvrage identifie les défis à relever avec trois enjeux spécifiques : valoriser les territoires de croissance et l'excellence territoriale  - améliorer l'attractivité et la complémentarité de tous les territoires  - promouvoir des territoires durables et de croissance verte. Cette nouvelle ambition pour l'aménagement du territoire s'articule autour des axes stratégiques suivants : - des métropoles - moteurs de croissance et d'excellence des territoires  - - une région-capitale de stature mondiale  - - un "" mieux-vivre "" urbain  - - des petites villes et des campagnes attractives  - - des territoires à l'ère numérique  - - un transport de marchandises et une logistique plus efficaces  - - la préservation et la valorisation des territoires à enjeux naturel  - - l'adaptation des territoires aux changements climatiques  - - la position des acteurs et les échelles de l'aménagement du territoire. Cartes et schémas viennent ponctuellement illustrer cette démonstration.";Disponible;
93;14;3;Le dessin d’urbanisme : De la carte au schéma-concept - construire les projets de villes et de territoires.;293;254;Non;01/12/02;134 p.;Non;47;5;0247 - 1159;Physique;Non;Non;1;AMU 00023;Le dessin d’urbanisme s’affirme aujourd’hui comme une discipline technique à part entière et une composante spécifique de la qualification des urbanistes. Cet ouvrage tire un trait sur l’idée encore largement répandue d’un dessin qui ne serait qu’illustration ou outil de séduction - ne servant qu’à défendre une idée - un discours - une intention. Il plante le décor d’un dessin non seulement outil mais aussi méthode de construction du projet de territoire. Il révèle une figure particulière - le schéma-concept - élaboré dans une double perspective d’adhésion et de mobilisation collectives. Il se veut d’abord un manuel technique permettant de donner - à travers de nombreux exemples - les moyens à chacun - de réfléchir à ses propres méthodes de travail - individuelles ou collectives - et d’aller puiser dans les autres disciplines de la représentation spatiale et du visuel les moyens les mieux adaptés à la grande diversité des situations territoriales.;Non disponible;
96;21;3;CaMBo n°1 : Bordeaux - ville cosmopolite;3;110;Non;15/06/12;80 p.;Non;111;5;978-2-36062-059-3;Physique;Non;Non;1;AMU 00024 (2);Doté d’une iconographie abondante et richement illustré - chaque numéro de CaMBo est consacré à un dossier thématique. Le premier s’intéresse au cosmopolitisme bordelais. Des rubriques récurrentes (débats - bruits de la ville - acteurs - décryptages) complètent la formule de cette revue semestrielle inédite de 80 pages.;Disponible;
94;14;13;Les politiques du logement en France;231;124;Non;01/12/09;184 p.;Non;99;5;1763-6191;Physique;Non;Non;1;HAB 00007;Cet ouvrage présente l'évolution des politiques du logement - de la loi de 1850 sur les logements insalubres à l'instauration en 2007 d'un droit au logement opposable (Loi DALO) renforcées encore par une abondante production législative. Au-delà des professionnels du secteur qui y trouveront regroupées les réponses à leurs diverses interrogations - il intéressera un plus large public concerné par ces questions.;Non disponible;
91;13;3;Guide de qualité urbaine et d'aménagement durable ;2;222;Non;01/10/08;138 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.aurba.org/content/download/713/7926/file/Guide%20de%20qualit%C3%A9%20urbaine.pdf;1;AMU 00021;Le présent guide vient en appui du règlement du PLU et décline ses propositions - sous forme de fiches thématiques - selon les trois principaux niveaux d'organisation qui - par leur interaction - structurent l'espace de vie quotidien des habitants : le quartier et la ville - l'îlot et la rue - le cœur d'îlot et la parcelle. Les fiches thématiques sont organisées sur deux pages : des schémas et un texte explicatif développent la thématique - avec un rappel des dispositions réglementaires du PLU  - des images d'exemples - principalement locaux - illustrent les situations favorables répondant à la question posée dans le thème abordé.;Disponible;
92;11;3;Les grandes aires urbaines françaises : un essai de typologie;174;167;Non;01/06/12;16 p.;Non;97;5;1295-5760;Physique;Non;http://www.fnau.org/file/news/FNAU%20aires%20urbaines%20mdef%20simple.pdf;3;AMU 00022 (2);A l'occasion de l'actualisation - en octobre 2011 - par l'INSEE du zonage du territoire national en aires urbaines - la FNAU a souhaité procéder à une analyse transversale des aires urbaines et d'en examiner l'évolution. Outre une analyse thématique - un essai de typologie des grandes aires a été mené par les experts des clubs Recensements et Géomatique de la FNAU - en complément des travaux de l'INSEE et des études réalisées localement par les agences d'urbanisme.;Disponible;
89;13;1;Guide méthodologique de prise en compte de la trame verte et bleue SCoT et Biodiversité en Midi-Pyrénées - Enjeux et Méthodes;151;210;Non;01/06/10;102 p.;Volume 1;111;5;Non;Physique & en ligne;Non;http://www.donnees.midi-pyrenees.developpement-durable.gouv.fr/plugins/fckeditor/UserFiles/File/document%20PDF/Guides/volume-1.pdf;1;AMT 00019;Le présent guide poursuit plusieurs objectifs : 1. sensibiliser les différents acteurs de l’aménagement du territoire sur les enjeux de préservation de la biodiversité et de la trame verte et bleue - l’intérêt et la nécessité de les prendre en compte dans les SCoT en lien avec d’autres préoccupations (économiques - sociales - culturelles…). Ce guide vise à fournir des éléments de connaissance et des explications sur des notions parfois complexes ou nouvelles à aborder (Biodiversité - trame verte et bleue…) 2. proposer des éléments de méthodes et des outils pour guider les acteurs dans leurs réflexions et leurs choix : éléments techniques - éléments d’organisation ou de participation  - 3. favoriser la prise en compte de la biodiversité dans les SCoT.;Disponible;
90;13;1;Guide méthodologique de prise en compte de la trame verte et bleue SCoT et Biodiversité en Midi-Pyrénées - Compléments techniques et exemples;151;210;Non;01/06/10;256 p.;Volume II;111;5;Non;Physique & en ligne;Non;http://www.donnees.midi-pyrenees.developpement-durable.gouv.fr/plugins/fckeditor/UserFiles/File/zip/volume2-100dpi.zip;1;AMT 00020;"Rappel du volume 1 : pour faciliter la compréhension des méthodes et l’identification des éléments qui constituent la trame verte et bleue - un découpage artificiel a été effectué. Les méthodes sont ainsi présentées sous forme de fiches - selon la démarche d’analyse suivante : préalable : approche ""paysage""  -  étape 1 : identification et caractérisation des réservoirs de biodiversité (fiches 1A à 1C)  -  étape 2 : détermination des corridors écologiques (fiches 2A à 2F)  -  étape 3 : identification et caractérisation des obstacles – possibilités de franchissement (fiches 3A à 3C)  - étape 4 : croisement avec l’aménagement du territoire (fiche 4).  On trouvera ci-après en partie 3 un détail des différentes fiches présentées de manière synthétique en partie 2 (volume I). Ces fiches sont théoriques et générales. Elles ont été élaborées à partir de plusieurs expériences de même type et sont illustrées avec des exemples issus des études utilisées  - des études mettant en oeuvre ces méthodes sont citées dans la rubrique « sources et références » de chaque fiche. Chaque méthode appelle l’exploitation de données et la mobilisation d’acteurs dont on trouvera les coordonnées et une description en partie 5. La détermination de la trame verte et bleue d'un SCoT doit faire appel à différentes méthodes complémentaires. Il ne s’agit pas d’utiliser toutes ces méthodes mais bien de définir quelle est la combinaison la plus adaptée au contexte du territoire.";Disponible;
88;14;3;Projets urbains durables : stratégies;53;109;Non;01/03/12;178 p.;Non;36;5;9-782-281-19530-9;Physique;Non;Non;3;AMU 00020;Face aux peurs liées aux dérèglements environnementaux - aux crises économiques et sociales - le renouveau des projets urbains est un message d’espoir. Ce livre présente des projets urbains innovants qui dessinent une nouvelle donne - renouent avec des savoirs anciens - mettent des techniques en constante progression au service des projets et assument un rôle croissant de la société civile. Affrontant le triple défi de la connaissance - de l’engagement politique et de l’évolution comportementale et démocratique - les projets urbains - qui savent établir des liens entre les hommes - les espaces et les fonctions - sont capables d’anticiper l’avenir et d’œuvrer à une meilleure équité sociale et territoriale.;Non disponible;
86;14;1;SCoT et développement économique des territoires : État des lieux et perspectives;86;252;Non;25/05/12;48 p.;Non;29;5;978-2-11-129485-1;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Economie\ECO00006_SCOT_et_deveco_des_territoires_052012.pdf;Non;5;ECO 00006;La contribution des schémas de cohérence territoriale (SCoT) à la prise en compte des enjeux du développement économique est une préoccupation permanente affichée tant par les élus que par les techniciens en charge de ces questions au sein des territoires. Document porteur d’une vision intégratrice - le Scot est en effet le cadre privilégié pour accompagner et anticiper le développement économique dans une logique de cohérence et de complémentarité avec les autres composantes de la planification territoriale. Pourtant - si l’on s’en tient au cadre proposé par le Code de l’Urbanisme et à la diversité des approches mises en œuvre par les concepteurs des SCoT - la concrétisation de cette ambition est loin d’être évidente. Les élus et techniciens trouveront dans ce document - fruit d’une démarche engagée par le Certu et Etd - des pistes de réflexion et des réponses à leurs besoins de comprendre les mécanismes économiques en oeuvre sur leurs territoires. Dans la première partie - la place de l’économie dans les ScoT est décryptée - du diagnostic à la mise en oeuvre. Il est constaté une grande diversité d’approches possibles permettant de resituer le SCoT dans l’éventail des démarches à caractère économique et dont l’exercice est contraint au regard des temporalités différenciées des acteurs impliqués. La deuxième partie aborde le traitement du foncier économique dans les ScoT. L’analyse met en lumière le fait qu’il s’agit la plupart du temps d’une approche quantitative - de planification de l’offre et de limitations des risques selon des pratiques qui oscillent entre une démarche peu prescriptive ou « au fil de l’eau » et une autre qui cherche à opérer des arbitrages fonciers plus volontaristes et prescriptifs.La dernière partie reprend l’idée d’une approche renouvelée du développement économique dans les schémas de cohérence territoriale en insistant sur plusieurs pistes à explorer pour favoriser une vision plus intégrée de l’économie : le besoin de dépasser la culture du zoning dans les réflexions économiques à l’échelle du SCoT - la prise en compte des enjeux du développement durable - la mobilisation des méthodes de la prospective territoriale plutôt que des méthodes de prévision linéaire pour concevoir l’avenir de ces territoires.;Disponible;
82;13;10;L’évaluation environnementale des documents d’urbanisme : le guide;112;101;Non;01/12/11;62 p.;Non;128;5;978-2-11-0988867;Physique & en ligne;Non;http://www.developpement-durable.gouv.fr/L-evaluation-environnementale-des 25703.html;3;ENV 00010 (A);L’évaluation environnementale des documents d’urbanisme est une démarche qui contribue au développement durable des territoires. Le fait d’interroger l’opportunité des décisions d’aménagement en amont de la réalisation des projets s’inscrit dans un objectif de prévention des impacts environnementaux et de cohérence des choix. A l’échelle d’un SCOT ou d’un PLU - l’évaluation environnementale s’intéresse à l’ensemble des potentialités ou décisions d’aménagement concernant le territoire - et donc à la somme de leurs incidences environnementales - contrairement à l’étude d’impact qui analysera ensuite chaque projet individuellement.  L’objectif de ce guide est de donner aux collectivités qui élaborent leur document d’urbanisme - ainsi qu’aux acteurs et organismes qui les accompagnent (bureaux d’études - agences d’urbanisme - services de l’Etat…) - les éléments pour comprendre les objectifs et l’intérêt de l’évaluation environnementale - et les clefs pour conduire efficacement cette démarche d’apparence complexe. Il concerne les SCOT et les PLU.  Le guide s’organise en deux parties et un jeu de fiches.  La première partie expose les fondements de l’évaluation environnementale - ses objectifs - principes - ainsi que le rôle des différents acteurs impliqués dans la démarche.  La seconde partie décrypte la conduite d’une évaluation environnementale.;Disponible;
83;13;10;L’évaluation environnementale des documents d’urbanisme : Les fiches;112;101;Non;01/12/11;Non;Non;128;5;978-2-11-0988867;Physique & en ligne;Non;http://www.developpement-durable.gouv.fr/L-evaluation-environnementale-des 25703.html;3;ENV 00010 (B);21 fiches accompagnent le guide de l'évaluation environnementale. Elles sont de trois types : certaines détaillent et illustrent un point particulier de méthode - d’autres explicitent et décryptent la réglementation - les dernières apportent des exemples concrets issus des études de cas.;Disponible;
84;21;11;Les politiques de stationnement public;58;280;Non;01/03/12;4 p.;Non;123;5;1964-5155;Physique & en ligne;Non;http://www.aucame.fr/web/publications/quen_savons_nous/fichiers/QSN041_Mob.pdf;1;EQU 00003;L’Enquête Ménage Déplacements (EMD) de Caen la mer nous apprend que les ménages de l’agglomération caennaise possèdent plus de 116 000 voitures et qu’en moyenne - celles-ci passent moins de 5 % de leur temps quotidien sur la route - soit plus de 23h/24h en stationnement. Mises côte à côte - ces voitures couvriraient deux fois et demi la surface de la Prairie ! Ces quelques chiffres nous éclairent sur l’importance actuelle des politiques de stationnement à mener. En complément de la publication portant sur le stationnement au travers de l’exploitation de l’EMD - ce Qu’en savons-nous a vocation à préciser les notions clés du stationnement et ses principaux enjeux.;Disponible;
85;21;5;"Ordonnance du 5 janvier 2012 Clarification des procédures d’évolution des documents d’urbanisme";58;280;Non;01/05/12;4 p.;Non;123;5;1964-5155;En ligne;Non;http://www.aucame.fr/web/publications/quen_savons_nous/fichiers/QSN043_Ordo2012-11.pdf;3;JUR 00004;Prise sur le fondement de la loi dit Grenelle II - l’ordonnance n°2012-11 du 5 janvier 2012 portant clarification et simplification des procédures d’élaboration - de modification et de révision des documents d’urbanisme est publiée au Journal Officiel de la République Française. Les dispositions de cette ordonnance entreront en vigueur à une date déterminée par décret en Conseil d’Etat et au plus tard le 1er janvier 2013. Son objectif principal est de clarifier et de simplifier les différentes procédures d’évolution des documents d’urbanisme (révision - modification - modifi cation simplifiée - déclaration de projet). Pour cela - elle définit - selon un plan implicite identique - le champ d’application de chacune des procédures et leurs modalités de déroulement. Elle concerne ainsi les schémas de cohérence territoriale (SCoT) - les plans locaux d’urbanisme (PLU) et les cartes communales.;Disponible;
81;21;10;AEU : concilier environnement et urbanisme;32;306;Non;01/05/12;4 p.;Non;84;5;Non;Physique & en ligne;Non;http://www.agur-dunkerque.org/Cahier_6.pdf;1;ENV 00009;Cappellebrouck : l’AGUR a initié et piloté une première approche environnementale de l’urbanisme (AEU) - avec des bureaux d’études spécialisés. Les AEU visent à intégrer les composantes environnementales dans l’élaboration des projets d’aménagement et d’urbanisme : énergie et climat - eau - biodiversité et paysage - déchets - bruit - pollution - déplacements... Cet outil méthodologique créé par l’ADEME peut s’appliquer à des échelles de réflexion variables (ensemble bâti - îlot - quartier - secteur d’enjeu) et concerner des problématiques diverses (restructuration de friches - opérations de renouvellement urbain ou d’extension en continuité de l’urbanisation existante);Disponible;
